StudentID,Date,Status,Reason
STU007,2025-06-10,Present,
STU007,2025-06-11,Present,
STU007,2025-06-12,Present,
STU007,2025-06-13,Present,
STU007,2025-06-14,Present,
STU007,2025-06-15,Present,
STU007,2025-06-16,Absent,Family Function
STU007,2025-06-17,Present,
STU007,2025-06-18,Present,
STU007,2025-06-19,Absent,Medical
STU007,2025-06-20,Present,
STU008,2025-06-01,Present,
STU008,2025-06-02,Present,
STU008,2025-06-03,Present,
STU008,2025-06-04,Present,
STU008,2025-06-05,Present,
STU008,2025-06-06,Present,
STU008,2025-06-07,Present,
STU008,2025-06-08,Present,
STU008,2025-06-09,Absent,Medical
STU008,2025-06-10,Present,
STU008,2025-06-11,Present,
STU008,2025-06-12,Present,
STU008,2025-06-13,Present,
STU008,2025-06-14,Present,
STU008,2025-06-15,Present,
STU008,2025-06-16,Present,
STU008,2025-06-17,Absent,Family Function
STU008,2025-06-18,Present,
STU008,2025-06-19,Present,
STU008,2025-06-20,Present,
STU009,2025-06-01,Present,
STU009,2025-06-02,Present,
STU009,2025-06-03,Present,
STU009,2025-06-04,Present,
STU009,2025-06-05,Present,
STU009,2025-06-06,Present,
STU009,2025-06-07,Present,
STU009,2025-06-08,Present,
STU009,2025-06-09,Present,
STU009,2025-06-10,Present,
STU009,2025-06-11,Absent,Medical
STU009,2025-06-12,Present,
STU009,2025-06-13,Present,
STU009,2025-06-14,Present,
STU009,2025-06-15,Present,
STU009,2025-06-16,Present,
STU009,2025-06-17,Present,
STU009,2025-06-18,Present,
STU009,2025-06-19,Present,
STU009,2025-06-20,Present,
STU010,2025-06-01,Present,
STU010,2025-06-02,Present,
STU010,2025-06-03,Present,
STU010,2025-06-04,Present,
STU010,2025-06-05,Present,
STU010,2025-06-06,Present,
STU010,2025-06-07,Present,
STU010,2025-06-08,Present,
STU010,2025-06-09,Absent,Family Function
STU010,2025-06-10,Present,
STU010,2025-06-11,Present,
STU010,2025-06-12,Present,
STU010,2025-06-13,Present,
STU010,2025-06-14,Present,
STU010,2025-06-15,Present,
STU010,2025-06-16,Present,
STU010,2025-06-17,Present,
STU010,2025-06-18,Present,
STU010,2025-06-19,Present,
STU010,2025-06-20,Present,
STU011,2025-06-01,Present,
STU011,2025-06-02,Present,
STU011,2025-06-03,Present,
STU011,2025-06-04,Present,
STU011,2025-06-05,Present,
STU011,2025-06-06,Present,
STU011,2025-06-07,Present,
STU011,2025-06-08,Absent,Family Function
STU011,2025-06-09,Absent,Medical
STU011,2025-06-10,Absent,Sick Leave
STU011,2025-06-11,Absent,Medical
STU011,2025-06-12,Present,
STU011,2025-06-13,Present,
STU011,2025-06-14,Present,
STU011,2025-06-15,Present,
STU011,2025-06-16,Present,
STU011,2025-06-17,Present,
STU011,2025-06-18,Present,
STU011,2025-06-19,Absent,Sick Leave
STU011,2025-06-20,Present,
STU012,2025-06-01,Present,
STU012,2025-06-02,Present,
STU012,2025-06-03,Present,
STU012,2025-06-04,Present,
STU012,2025-06-05,Present,
STU012,2025-06-06,Absent,Sick Leave
STU012,2025-06-07,Present,
STU012,2025-06-08,Present,
STU012,2025-06-09,Present,
STU012,2025-06-10,Present,
STU012,2025-06-11,Present,
STU012,2025-06-12,Present,
STU012,2025-06-13,Present,
STU012,2025-06-14,Absent,Family Function
STU012,2025-06-15,Present,
STU012,2025-06-16,Present,
STU012,2025-06-17,Present,
STU012,2025-06-18,Present,
STU012,2025-06-19,Present,
STU012,2025-06-20,Present,
STU013,2025-06-01,Present,
STU013,2025-06-02,Present,
STU013,2025-06-03,Present,
STU013,2025-06-04,Present,
STU013,2025-06-05,Present,
STU013,2025-06-06,Present,
STU013,2025-06-07,Present,
STU013,2025-06-08,Present,
STU013,2025-06-09,Present,
STU013,2025-06-10,Present,
STU013,2025-06-11,Absent,Travel
STU013,2025-06-12,Present,
STU013,2025-06-13,Present,
STU013,2025-06-14,Present,
STU013,2025-06-15,Present,
STU013,2025-06-16,Present,
STU013,2025-06-17,Present,
STU013,2025-06-18,Present,
STU013,2025-06-19,Present,
STU013,2025-06-20,Present,
STU014,2025-06-01,Present,
STU014,2025-06-02,Present,
STU014,2025-06-03,Present,
STU014,2025-06-04,Present,
STU014,2025-06-05,Present,
STU014,2025-06-06,Present,
STU014,2025-06-07,Present,
STU014,2025-06-08,Present,
STU014,2025-06-09,Present,
STU014,2025-06-10,Present,
STU014,2025-06-11,Present,
STU014,2025-06-12,Present,
STU014,2025-06-13,Present,
STU014,2025-06-14,Absent,Sick Leave
STU014,2025-06-15,Present,
STU014,2025-06-16,Present,
STU014,2025-06-17,Present,
STU014,2025-06-18,Present,
STU014,2025-06-19,Present,
STU014,2025-06-20,Present,
STU015,2025-06-01,Present,
STU015,2025-06-02,Absent,Family Function
STU015,2025-06-03,Present,
STU015,2025-06-04,Present,
STU015,2025-06-05,Present,
STU015,2025-06-06,Present,
STU015,2025-06-07,Present,
STU015,2025-06-08,Present,
STU015,2025-06-09,Present,
STU015,2025-06-10,Present,
STU015,2025-06-11,Present,
STU015,2025-06-12,Absent,Family Function
STU015,2025-06-13,Present,
STU015,2025-06-14,Present,
STU015,2025-06-15,Present,
STU015,2025-06-16,Present,
STU015,2025-06-17,Present,
STU015,2025-06-18,Present,
STU015,2025-06-19,Present,
STU015,2025-06-20,Present,
STU016,2025-06-01,Present,
STU016,2025-06-02,Present,
STU016,2025-06-03,Present,
STU016,2025-06-04,Present,
STU016,2025-06-05,Present,
STU016,2025-06-06,Present,
STU016,2025-06-07,Present,
STU016,2025-06-08,Present,
STU016,2025-06-09,Present,
STU016,2025-06-10,Present,
STU016,2025-06-11,Present,
STU016,2025-06-12,Present,
STU016,2025-06-13,Present,
STU016,2025-06-14,Present,
STU016,2025-06-15,Present,
STU016,2025-06-16,Present,
STU016,2025-06-17,Present,
STU016,2025-06-18,Present,
STU016,2025-06-19,Present,
STU016,2025-06-20,Present,
STU017,2025-06-01,Absent,Medical
STU017,2025-06-02,Present,
STU017,2025-06-03,Present,
STU017,2025-06-04,Present,
STU017,2025-06-05,Present,
STU017,2025-06-06,Present,
STU017,2025-06-07,Present,
STU017,2025-06-08,Present,
STU017,2025-06-09,Present,
STU017,2025-06-10,Present,
STU017,2025-06-11,Present,
STU017,2025-06-12,Present,
STU017,2025-06-13,Present,
STU017,2025-06-14,Present,
STU017,2025-06-15,Present,
STU017,2025-06-16,Present,
STU017,2025-06-17,Present,
STU017,2025-06-18,Present,
STU017,2025-06-19,Present,
STU017,2025-06-20,Present,
STU018,2025-06-01,Present,
STU018,2025-06-02,Present,
STU018,2025-06-03,Present,
STU018,2025-06-04,Present,
STU018,2025-06-05,Present,
STU018,2025-06-06,Present,
STU018,2025-06-07,Present,
STU018,2025-06-08,Present,
STU018,2025-06-09,Present,
STU018,2025-06-10,Present,
STU018,2025-06-11,Absent,Medical
STU018,2025-06-12,Present,
STU018,2025-06-13,Present,
STU018,2025-06-14,Present,
STU018,2025-06-15,Present,
STU018,2025-06-16,Present,
STU018,2025-06-17,Present,
STU018,2025-06-18,Present,
STU018,2025-06-19,Absent,Medical
STU018,2025-06-20,Present,
STU019,2025-06-01,Present,
STU019,2025-06-02,Present,
STU019,2025-06-03,Present,
STU019,2025-06-04,Present,
STU019,2025-06-05,Present,
STU019,2025-06-06,Present,
STU019,2025-06-07,Present,
STU019,2025-06-08,Present,
STU019,2025-06-09,Present,
STU019,2025-06-10,Present,
STU019,2025-06-11,Absent,Medical
STU019,2025-06-12,Present,
STU019,2025-06-13,Present,
STU019,2025-06-14,Present,
STU019,2025-06-15,Present,
STU019,2025-06-16,Present,
STU019,2025-06-17,Present,
STU019,2025-06-18,Present,
STU019,2025-06-19,Present,
STU019,2025-06-20,Present,
STU020,2025-06-01,Present,
STU020,2025-06-02,Present,
STU020,2025-06-03,Absent,Medical
STU020,2025-06-04,Present,
STU020,2025-06-05,Present,
STU020,2025-06-06,Present,
STU020,2025-06-07,Present,
STU020,2025-06-08,Present,
STU020,2025-06-09,Present,
STU020,2025-06-10,Present,
STU020,2025-06-11,Present,
STU020,2025-06-12,Present,
STU020,2025-06-13,Present,
STU020,2025-06-14,Present,
STU020,2025-06-15,Present,
STU020,2025-06-16,Present,
STU020,2025-06-17,Absent,Sick Leave
STU020,2025-06-18,Present,
STU020,2025-06-19,Present,
STU020,2025-06-20,Present,
STU021,2025-06-01,Present,
STU021,2025-06-02,Present,
STU021,2025-06-03,Present,
STU021,2025-06-04,Present,
STU021,2025-06-05,Present,
STU021,2025-06-06,Present,
STU021,2025-06-07,Present,
STU021,2025-06-08,Present,
STU021,2025-06-09,Present,
STU021,2025-06-10,Present,
STU021,2025-06-11,Present,
STU021,2025-06-12,Present,
STU021,2025-06-13,Present,
STU021,2025-06-14,Present,
STU021,2025-06-15,Present,
STU021,2025-06-16,Present,
STU021,2025-06-17,Present,
STU021,2025-06-18,Present,
STU021,2025-06-19,Present,
STU021,2025-06-20,Present,
STU022,2025-06-01,Present,
STU022,2025-06-02,Present,
STU022,2025-06-03,Present,
STU022,2025-06-04,Present,
STU022,2025-06-05,Present,
STU022,2025-06-06,Present,
STU022,2025-06-07,Present,
STU022,2025-06-08,Present,
STU022,2025-06-09,Absent,Travel
STU022,2025-06-10,Present,
STU022,2025-06-11,Present,
STU022,2025-06-12,Present,
STU022,2025-06-13,Present,
STU022,2025-06-14,Present,
STU022,2025-06-15,Present,
STU022,2025-06-16,Present,
STU022,2025-06-17,Present,
STU022,2025-06-18,Present,
STU022,2025-06-19,Present,
STU022,2025-06-20,Absent,Sick Leave
STU023,2025-06-01,Present,
STU023,2025-06-02,Present,
STU023,2025-06-03,Present,
STU023,2025-06-04,Present,
STU023,2025-06-05,Absent,Travel
STU023,2025-06-06,Present,
STU023,2025-06-07,Present,
STU023,2025-06-08,Absent,Travel
STU023,2025-06-09,Present,
STU023,2025-06-10,Present,
STU023,2025-06-11,Present,
STU023,2025-06-12,Present,
STU023,2025-06-13,Present,
STU023,2025-06-14,Present,
STU023,2025-06-15,Present,
STU023,2025-06-16,Present,
STU023,2025-06-17,Present,
STU023,2025-06-18,Present,
STU023,2025-06-19,Present,
STU023,2025-06-20,Present,
STU024,2025-06-01,Present,
STU024,2025-06-02,Present,
STU024,2025-06-03,Present,
STU024,2025-06-04,Present,
STU024,2025-06-05,Present,
STU024,2025-06-06,Present,
STU024,2025-06-07,Present,
STU024,2025-06-08,Present,
STU024,2025-06-09,Present,
STU024,2025-06-10,Absent,Family Function
STU024,2025-06-11,Present,
STU024,2025-06-12,Present,
STU024,2025-06-13,Present,
STU024,2025-06-14,Present,
STU024,2025-06-15,Present,
STU024,2025-06-16,Present,
STU024,2025-06-17,Present,
STU024,2025-06-18,Present,
STU024,2025-06-19,Present,
STU024,2025-06-20,Present,
STU025,2025-06-01,Present,
STU025,2025-06-02,Present,
STU025,2025-06-03,Present,
STU025,2025-06-04,Present,
STU025,2025-06-05,Present,
STU025,2025-06-06,Present,
STU025,2025-06-07,Present,
STU025,2025-06-08,Present,
STU025,2025-06-09,Present,
STU025,2025-06-10,Present,
STU025,2025-06-11,Present,
STU025,2025-06-12,Present,
STU025,2025-06-13,Present,
STU025,2025-06-14,Present,
STU025,2025-06-15,Present,
STU025,2025-06-16,Present,
STU025,2025-06-17,Present,
STU025,2025-06-18,Present,
STU025,2025-06-19,Present,
STU025,2025-06-20,Present,
STU026,2025-06-01,Present,
STU026,2025-06-02,Present,
STU026,2025-06-03,Present,
STU026,2025-06-04,Present,
STU026,2025-06-05,Present,
STU026,2025-06-06,Present,
STU026,2025-06-07,Absent,Sick Leave
STU026,2025-06-08,Present,
STU026,2025-06-09,Present,
STU026,2025-06-10,Present,
STU026,2025-06-11,Present,
STU026,2025-06-12,Present,
STU026,2025-06-13,Present,
STU026,2025-06-14,Present,
STU026,2025-06-15,Present,
STU026,2025-06-16,Present,
STU026,2025-06-17,Present,
STU026,2025-06-18,Present,
STU026,2025-06-19,Present,
STU026,2025-06-20,Present,
STU027,2025-06-01,Absent,Family Function
STU027,2025-06-02,Present,
STU027,2025-06-03,Present,
STU027,2025-06-04,Present,
STU027,2025-06-05,Present,
STU027,2025-06-06,Present,
STU027,2025-06-07,Present,
STU027,2025-06-08,Absent,Family Function
STU027,2025-06-09,Present,
STU027,2025-06-10,Present,
STU027,2025-06-11,Present,
STU027,2025-06-12,Present,
STU027,2025-06-13,Present,
STU027,2025-06-14,Present,
STU027,2025-06-15,Present,
STU027,2025-06-16,Present,
STU027,2025-06-17,Present,
STU027,2025-06-18,Present,
STU027,2025-06-19,Present,
STU027,2025-06-20,Absent,Sick Leave
STU028,2025-06-01,Present,
STU028,2025-06-02,Present,
STU028,2025-06-03,Present,
STU028,2025-06-04,Present,
STU028,2025-06-05,Present,
STU028,2025-06-06,Present,
STU028,2025-06-07,Present,
STU028,2025-06-08,Present,
STU028,2025-06-09,Present,
STU028,2025-06-10,Present,
STU028,2025-06-11,Present,
STU028,2025-06-12,Absent,Family Function
STU028,2025-06-13,Present,
STU028,2025-06-14,Present,
STU028,2025-06-15,Absent,Medical
STU028,2025-06-16,Present,
STU028,2025-06-17,Present,
STU028,2025-06-18,Present,
STU028,2025-06-19,Present,
STU028,2025-06-20,Present,
STU029,2025-06-01,Present,
STU029,2025-06-02,Present,
STU029,2025-06-03,Present,
STU029,2025-06-04,Present,
STU029,2025-06-05,Present,
STU029,2025-06-06,Present,
STU029,2025-06-07,Present,
STU029,2025-06-08,Present,
STU029,2025-06-09,Present,
STU029,2025-06-10,Present,
STU029,2025-06-11,Present,
STU029,2025-06-12,Present,
STU029,2025-06-13,Present,
STU029,2025-06-14,Present,
STU029,2025-06-15,Present,
STU029,2025-06-16,Present,
STU029,2025-06-17,Present,
STU029,2025-06-18,Present,
STU029,2025-06-19,Present,
STU029,2025-06-20,Present,
STU030,2025-06-01,Present,
STU030,2025-06-02,Present,
STU030,2025-06-03,Present,
STU030,2025-06-04,Present,
STU030,2025-06-05,Present,
STU030,2025-06-06,Present,
STU030,2025-06-07,Present,
STU030,2025-06-08,Present,
STU030,2025-06-09,Present,
STU030,2025-06-10,Present,
STU030,2025-06-11,Present,
STU030,2025-06-12,Present,
STU030,2025-06-13,Present,
STU030,2025-06-14,Present,
STU030,2025-06-15,Present,
STU030,2025-06-16,Present,
STU030,2025-06-17,Present,
STU030,2025-06-18,Present,
STU030,2025-06-19,Present,
STU030,2025-06-20,Present,
STU031,2025-06-01,Present,
STU031,2025-06-02,Present,
STU031,2025-06-03,Present,
STU031,2025-06-04,Present,
STU031,2025-06-05,Present,
STU031,2025-06-06,Present,
STU031,2025-06-07,Absent,Travel
STU031,2025-06-08,Present,
STU031,2025-06-09,Present,
STU031,2025-06-10,Present,
STU031,2025-06-11,Absent,Travel
STU031,2025-06-12,Present,
STU031,2025-06-13,Present,
STU031,2025-06-14,Present,
STU031,2025-06-15,Present,
STU031,2025-06-16,Present,
STU031,2025-06-17,Present,
STU031,2025-06-18,Present,
STU031,2025-06-19,Present,
STU031,2025-06-20,Present,
STU032,2025-06-01,Present,
STU032,2025-06-02,Present,
STU032,2025-06-03,Present,
STU032,2025-06-04,Present,
STU032,2025-06-05,Present,
STU032,2025-06-06,Present,
STU032,2025-06-07,Absent,Medical
STU032,2025-06-08,Present,
STU032,2025-06-09,Present,
STU032,2025-06-10,Present,
STU032,2025-06-11,Present,
STU032,2025-06-12,Present,
STU032,2025-06-13,Present,
STU032,2025-06-14,Present,
STU032,2025-06-15,Absent,Family Function
STU032,2025-06-16,Present,
STU032,2025-06-17,Present,
STU032,2025-06-18,Present,
STU032,2025-06-19,Present,
STU032,2025-06-20,Present,
STU033,2025-06-01,Present,
STU033,2025-06-02,Present,
STU033,2025-06-03,Present,
STU033,2025-06-04,Present,
STU033,2025-06-05,Present,
STU033,2025-06-06,Present,
STU033,2025-06-07,Present,
STU033,2025-06-08,Present,
STU033,2025-06-09,Present,
STU033,2025-06-10,Present,
STU033,2025-06-11,Present,
STU033,2025-06-12,Present,
STU033,2025-06-13,Present,
STU033,2025-06-14,Present,
STU033,2025-06-15,Present,
STU033,2025-06-16,Present,
STU033,2025-06-17,Present,
STU033,2025-06-18,Present,
STU033,2025-06-19,Present,
STU033,2025-06-20,Present,
STU034,2025-06-01,Present,
STU034,2025-06-02,Present,
STU034,2025-06-03,Present,
STU034,2025-06-04,Absent,Travel
STU034,2025-06-05,Present,
STU034,2025-06-06,Present,
STU034,2025-06-07,Present,
STU034,2025-06-08,Present,
STU034,2025-06-09,Present,
STU034,2025-06-10,Present,
STU034,2025-06-11,Present,
STU034,2025-06-12,Present,
STU034,2025-06-13,Present,
STU034,2025-06-14,Present,
STU034,2025-06-15,Present,
STU034,2025-06-16,Absent,Medical
STU034,2025-06-17,Present,
STU034,2025-06-18,Present,
STU034,2025-06-19,Present,
STU034,2025-06-20,Present,
STU035,2025-06-01,Present,
STU035,2025-06-02,Present,
STU035,2025-06-03,Present,
STU035,2025-06-04,Present,
STU035,2025-06-05,Absent,Sick Leave
STU035,2025-06-06,Present,
STU035,2025-06-07,Present,
STU035,2025-06-08,Present,
STU035,2025-06-09,Present,
STU035,2025-06-10,Present,
STU035,2025-06-11,Present,
STU035,2025-06-12,Present,
STU035,2025-06-13,Present,
STU035,2025-06-14,Present,
STU035,2025-06-15,Present,
STU035,2025-06-16,Present,
STU035,2025-06-17,Present,
STU035,2025-06-18,Absent,Medical
STU035,2025-06-19,Present,
STU035,2025-06-20,Present,
STU036,2025-06-01,Present,
STU036,2025-06-02,Present,
STU036,2025-06-03,Present,
STU036,2025-06-04,Present,
STU036,2025-06-05,Present,
STU036,2025-06-06,Present,
STU036,2025-06-07,Present,
STU036,2025-06-08,Absent,Medical
STU036,2025-06-09,Present,
STU036,2025-06-10,Present,
STU036,2025-06-11,Present,
STU036,2025-06-12,Present,
STU036,2025-06-13,Present,
STU036,2025-06-14,Present,
STU036,2025-06-15,Present,
STU036,2025-06-16,Present,
STU036,2025-06-17,Present,
STU036,2025-06-18,Present,
STU036,2025-06-19,Present,
STU036,2025-06-20,Present,
STU037,2025-06-01,Present,
STU037,2025-06-02,Absent,Family Function
STU037,2025-06-03,Present,
STU037,2025-06-04,Present,
STU037,2025-06-05,Present,
STU037,2025-06-06,Present,
STU037,2025-06-07,Present,
STU037,2025-06-08,Present,
STU037,2025-06-09,Absent,Travel
STU037,2025-06-10,Present,
STU037,2025-06-11,Absent,Travel
STU037,2025-06-12,Present,
STU037,2025-06-13,Present,
STU037,2025-06-14,Present,
STU037,2025-06-15,Present,
STU037,2025-06-16,Present,
STU037,2025-06-17,Present,
STU037,2025-06-18,Present,
STU037,2025-06-19,Present,
STU037,2025-06-20,Present,
STU038,2025-06-01,Present,
STU038,2025-06-02,Present,
STU038,2025-06-03,Present,
STU038,2025-06-04,Present,
STU038,2025-06-05,Absent,Medical
STU038,2025-06-06,Present,
STU038,2025-06-07,Present,
STU038,2025-06-08,Present,
STU038,2025-06-09,Present,
STU038,2025-06-10,Present,
STU038,2025-06-11,Present,
STU038,2025-06-12,Present,
STU038,2025-06-13,Present,
STU038,2025-06-14,Present,
STU038,2025-06-15,Present,
STU038,2025-06-16,Present,
STU038,2025-06-17,Present,
STU038,2025-06-18,Present,
STU038,2025-06-19,Present,
STU038,2025-06-20,Present,
STU039,2025-06-01,Present,
STU039,2025-06-02,Present,
STU039,2025-06-03,Present,
STU039,2025-06-04,Present,
STU039,2025-06-05,Present,
STU039,2025-06-06,Present,
STU039,2025-06-07,Present,
STU039,2025-06-08,Present,
STU039,2025-06-09,Present,
STU039,2025-06-10,Absent,Family Function
STU039,2025-06-11,Present,
STU039,2025-06-12,Present,
STU039,2025-06-13,Absent,Travel
STU039,2025-06-14,Present,
STU039,2025-06-15,Present,
STU039,2025-06-16,Absent,Travel
STU039,2025-06-17,Present,
STU039,2025-06-18,Present,
STU039,2025-06-19,Present,
STU039,2025-06-20,Present,
STU040,2025-06-01,Present,
STU040,2025-06-02,Present,
STU040,2025-06-03,Present,
STU040,2025-06-04,Present,
STU040,2025-06-05,Present,
STU040,2025-06-06,Present,
STU040,2025-06-07,Present,
STU040,2025-06-08,Present,
STU040,2025-06-09,Absent,Family Function
STU040,2025-06-10,Present,
STU040,2025-06-11,Present,
STU040,2025-06-12,Present,
STU040,2025-06-13,Present,
STU040,2025-06-14,Present,
STU040,2025-06-15,Present,
STU040,2025-06-16,Present,
STU040,2025-06-17,Present,
STU040,2025-06-18,Present,
STU040,2025-06-19,Absent,Family Function
STU040,2025-06-20,Present,
STU041,2025-06-01,Present,
STU041,2025-06-02,Present,
STU041,2025-06-03,Present,
STU041,2025-06-04,Present,
STU041,2025-06-05,Present,
STU041,2025-06-06,Absent,Sick Leave
STU041,2025-06-07,Present,
STU041,2025-06-08,Absent,Sick Leave
STU041,2025-06-09,Present,
STU041,2025-06-10,Present,
STU041,2025-06-11,Present,
STU041,2025-06-12,Absent,Sick Leave
STU041,2025-06-13,Present,
STU041,2025-06-14,Present,
STU041,2025-06-15,Present,
STU041,2025-06-16,Present,
STU041,2025-06-17,Present,
STU041,2025-06-18,Present,
STU041,2025-06-19,Present,
STU041,2025-06-20,Present,
STU042,2025-06-01,Present,
STU042,2025-06-02,Present,
STU042,2025-06-03,Present,
STU042,2025-06-04,Absent,Travel
STU042,2025-06-05,Absent,Travel
STU042,2025-06-06,Present,
STU042,2025-06-07,Present,
STU042,2025-06-08,Present,
STU042,2025-06-09,Present,
STU042,2025-06-10,Absent,Family Function
STU042,2025-06-11,Present,
STU042,2025-06-12,Present,
STU042,2025-06-13,Present,
STU042,2025-06-14,Present,
STU042,2025-06-15,Present,
STU042,2025-06-16,Present,
STU042,2025-06-17,Present,
STU042,2025-06-18,Present,
STU042,2025-06-19,Present,
STU042,2025-06-20,Present,
STU043,2025-06-01,Present,
STU043,2025-06-02,Present,
STU043,2025-06-03,Present,
STU043,2025-06-04,Present,
STU043,2025-06-05,Present,
STU043,2025-06-06,Present,
STU043,2025-06-07,Present,
STU043,2025-06-08,Present,
STU043,2025-06-09,Present,
STU043,2025-06-10,Present,
STU043,2025-06-11,Absent,Family Function
STU043,2025-06-12,Present,
STU043,2025-06-13,Present,
STU043,2025-06-14,Present,
STU043,2025-06-15,Absent,Medical
STU043,2025-06-16,Present,
STU043,2025-06-17,Present,
STU043,2025-06-18,Present,
STU043,2025-06-19,Present,
STU043,2025-06-20,Present,
STU044,2025-06-01,Present,
STU044,2025-06-02,Present,
STU044,2025-06-03,Present,
STU044,2025-06-04,Present,
STU044,2025-06-05,Present,
STU044,2025-06-06,Present,
STU044,2025-06-07,Present,
STU044,2025-06-08,Present,
STU044,2025-06-09,Present,
STU044,2025-06-10,Present,
STU044,2025-06-11,Absent,Medical
STU044,2025-06-12,Present,
STU044,2025-06-13,Present,
STU044,2025-06-14,Present,
STU044,2025-06-15,Present,
STU044,2025-06-16,Present,
STU044,2025-06-17,Present,
STU044,2025-06-18,Present,
STU044,2025-06-19,Present,
STU044,2025-06-20,Present,
STU045,2025-06-01,Present,
STU045,2025-06-02,Present,
STU045,2025-06-03,Present,
STU045,2025-06-04,Present,
STU045,2025-06-05,Present,
STU045,2025-06-06,Present,
STU045,2025-06-07,Present,
STU045,2025-06-08,Present,
STU045,2025-06-09,Present,
STU045,2025-06-10,Present,
STU045,2025-06-11,Present,
STU045,2025-06-12,Present,
STU045,2025-06-13,Present,
STU045,2025-06-14,Present,
STU045,2025-06-15,Present,
STU045,2025-06-16,Present,
STU045,2025-06-17,Present,
STU045,2025-06-18,Present,
STU045,2025-06-19,Absent,Family Function
STU045,2025-06-20,Present,
STU046,2025-06-01,Present,
STU046,2025-06-02,Present,
STU046,2025-06-03,Present,
STU046,2025-06-04,Present,
STU046,2025-06-05,Present,
STU046,2025-06-06,Present,
STU046,2025-06-07,Present,
STU046,2025-06-08,Present,
